Day,metric_type,zone,country,Min,Max,Average,Month,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
26 May,GWIS Weekly Burnt Areas,Europe,Spain,0.0,1349.0,628.25,5,Spain,714.2029,0.0,1.8888189896736627,0.8796519868513556,1,2.2,1,1
02 Jun,GWIS Weekly Burnt Areas,Europe,Spain,0.0,3748.0,607.92,6,Spain,714.2029,0.0,5.24780843090948,0.8511866865844425,1,2.0,1,1
09 Jun,GWIS Weekly Burnt Areas,Europe,Spain,0.0,6498.0,1051.42,6,Spain,714.2029,0.0,9.098254851667502,1.4721586820776003,1,2.2,1,1
16 Jun,GWIS Weekly Burnt Areas,Europe,Spain,0.0,34204.0,4066.67,6,Spain,714.2029,0.0,47.891152500220876,5.69399816214692,1,2.2,1,1
23 Jun,GWIS Weekly Burnt Areas,Europe,Spain,0.0,18988.0,2402.67,6,Spain,714.2029,0.0,26.58628241358303,3.3641280370046105,1,2.2,1,1
30 Jun,GWIS Weekly Burnt Areas,Europe,Spain,0.0,46577.0,6277.83,6,Spain,714.2029,0.0,65.21536106896234,8.789981110409942,1,2.3,1,1
07 Jul,GWIS Weekly Burnt Areas,Europe,Spain,190.0,24271.0,3622.83,7,Spain,714.2029,0.2660308436160088,33.983340028442896,5.072550111459923,1,2.2,1,1
14 Jul,GWIS Weekly Burnt Areas,Europe,Spain,1258.0,68764.0,8525.17,7,Spain,714.2029,1.7614042172049427,96.28076279163807,11.93662193194679,1,2.2,1,2
21 Jul,GWIS Weekly Burnt Areas,Europe,Spain,615.0,59313.0,7865.75,7,Spain,714.2029,0.861099835914976,83.04782856524386,11.01332688511906,1,2.7,1,2
28 Jul,GWIS Weekly Burnt Areas,Europe,Spain,315.0,13229.0,5541.92,7,Spain,714.2029,0.4410511354686462,18.522747527348322,7.759587646591746,1,2.2,1,1
04 Aug,GWIS Weekly Burnt Areas,Europe,Spain,522.0,13707.0,5715.58,8,Spain,714.2029,0.7308847387766138,19.192025123392806,8.002739837656778,1,2.2,1,1
11 Aug,GWIS Weekly Burnt Areas,Europe,Spain,1346.0,15939.0,5628.25,8,Spain,714.2029,1.8846185026691995,22.3171874547135,7.880463660956852,1,2.2,1,2
18 Aug,GWIS Weekly Burnt Areas,Europe,Spain,403.0,44228.0,10527.75,8,Spain,714.2029,0.564265420932903,61.926379744467575,14.740559020412826,1,2.3,1,1
25 Aug,GWIS Weekly Burnt Areas,Europe,Spain,150.0,21404.0,5938.42,8,Spain,714.2029,0.21002435022316487,29.969074614510806,8.314752012348311,1,2.2,1,1
01 Sep,GWIS Weekly Burnt Areas,Europe,Spain,994.0,25656.0,6839.75,9,Spain,714.2029,1.3917613608121726,35.92256486217012,9.576760329592613,1,2.0,1,2
08 Sep,GWIS Weekly Burnt Areas,Europe,Spain,0.0,19260.0,5955.42,9,Spain,714.2029,0.0,26.96712656865437,8.33855477204027,1,2.2,1,1
15 Sep,GWIS Weekly Burnt Areas,Europe,Spain,0.0,14490.0,3674.92,9,Spain,714.2029,0.0,20.288352231557727,5.145484567480754,1,2.2,1,1
22 Sep,GWIS Weekly Burnt Areas,Europe,Spain,0.0,15089.0,3105.83,9,Spain,714.2029,0.0,21.127049470115566,4.348666184357414,1,2.0,1,1
29 Sep,GWIS Weekly Burnt Areas,Europe,Spain,155.0,10605.0,2686.83,9,Spain,714.2029,0.21702516189727036,14.848721560777756,3.761998166067374,1,2.0,1,1
06 Oct,GWIS Weekly Burnt Areas,Europe,Spain,204.0,6114.0,1981.0,10,Spain,714.2029,0.28563311630350424,8.5605925150962,2.7737215852805974,1,2.0,1,1
13 Oct,GWIS Weekly Burnt Areas,Europe,Spain,206.0,28293.0,4138.33,10,Spain,714.2029,0.28843344097314644,39.614792939093356,5.794333795060199,1,2.2,1,1
20 Oct,GWIS Weekly Burnt Areas,Europe,Spain,0.0,27398.0,3624.25,10,Spain,714.2029,0.0,38.36164764942848,5.0745383419753685,1,2.2,1,1
27 Oct,GWIS Weekly Burnt Areas,Europe,Spain,0.0,4670.0,1833.67,10,Spain,714.2029,0.0,6.5387581036145335,2.567435668491405,1,2.2,1,1
03 Nov,GWIS Weekly Burnt Areas,Europe,Spain,0.0,7234.0,1797.83,11,Spain,714.2029,0.0,10.128774330095832,2.5172538504114166,1,2.2,1,1
10 Nov,GWIS Weekly Burnt Areas,Europe,Spain,0.0,3782.0,624.42,11,Spain,714.2029,0.0,5.295413950293397,0.8742893651089907,1,2.0,1,1
17 Nov,GWIS Weekly Burnt Areas,Europe,Spain,0.0,2935.0,1102.92,11,Spain,714.2029,0.0,4.109476452699926,1.5442670423208869,1,2.2,1,1
24 Nov,GWIS Weekly Burnt Areas,Europe,Spain,0.0,1318.0,458.83,11,Spain,714.2029,0.0,1.8454139572942088,0.6424364840859649,1,1.8,1,1
01 Dec,GWIS Weekly Burnt Areas,Europe,Spain,0.0,1307.0,370.33,12,Spain,714.2029,0.0,1.8300121716111766,0.5185221174542977,1,1.8,1,1
08 Dec,GWIS Weekly Burnt Areas,Europe,Spain,0.0,3467.0,531.92,12,Spain,714.2029,0.0,4.854362814824751,0.744774349138039,1,1.8,1,1
15 Dec,GWIS Weekly Burnt Areas,Europe,Spain,0.0,1355.0,319.75,12,Spain,714.2029,0.0,1.8972199636825893,0.44770190655904646,1,1.8,1,1
22 Dec,GWIS Weekly Burnt Areas,Europe,Spain,0.0,17009.0,1695.67,12,Spain,714.2029,0.0,23.815361152972077,2.3742132662860933,1,1.8,1,1
29 Dec,GWIS Weekly Burnt Areas,Europe,Spain,0.0,6827.0,1278.33,12,Spain,714.2029,0.0,9.558908259823644,1.7898695174718555,1,1.8,1,1
07 Jan,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,1,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
14 Jan,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,1,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
21 Jan,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,1,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
28 Jan,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,1,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
04 Feb,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,2,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
11 Feb,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,2,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
18 Feb,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,2,Finland,863.4188,0.0,0.0,0.0,1,1.3,1,1
25 Feb,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,2,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
03 Mar,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,3,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
10 Mar,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,3,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
17 Mar,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,3,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
24 Mar,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,3,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
31 Mar,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,3,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
07 Apr,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,4,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
14 Apr,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,4,Finland,863.4188,0.0,0.0,0.0,1,1.3,1,1
21 Apr,GWIS Weekly Burnt Areas,Europe,Finland,0.0,170.0,25.33,4,Finland,863.4188,0.0,0.19689170539256268,0.029336864103491837,1,1.3,1,1
28 Apr,GWIS Weekly Burnt Areas,Europe,Finland,0.0,164.0,13.67,4,Finland,863.4188,0.0,0.18994258637870753,0.015832409486566657,1,1.3,1,1
05 May,GWIS Weekly Burnt Areas,Europe,Finland,0.0,315.0,26.25,5,Finland,863.4188,0.0,0.3648287482273955,0.030402395685616295,1,1.5,1,1
12 May,GWIS Weekly Burnt Areas,Europe,Finland,0.0,537.0,88.92,5,Finland,863.4188,0.0,0.6219461517400362,0.10298594378533338,1,1.7,1,1
19 May,GWIS Weekly Burnt Areas,Europe,Finland,0.0,140.0,38.75,5,Finland,863.4188,0.0,0.1621461103232869,0.0448797269644812,1,1.5,1,1
26 May,GWIS Weekly Burnt Areas,Europe,Finland,0.0,394.0,78.67,5,Finland,863.4188,0.0,0.45632548190982175,0.09111453213666415,1,1.7,1,1
02 Jun,GWIS Weekly Burnt Areas,Europe,Finland,0.0,1077.0,119.25,6,Finland,863.4188,0.0,1.247366862987,0.13811374040037117,1,1.8,1,1
09 Jun,GWIS Weekly Burnt Areas,Europe,Finland,0.0,619.0,126.83,6,Finland,863.4188,0.0,0.71691744492939,0.14689279408787484,1,1.8,1,1
16 Jun,GWIS Weekly Burnt Areas,Europe,Finland,0.0,473.0,96.67,6,Finland,863.4188,0.0,0.5478222155922479,0.1119618891782296,1,1.8,1,1
23 Jun,GWIS Weekly Burnt Areas,Europe,Finland,0.0,154.0,19.08,6,Finland,863.4188,0.0,0.1783607213556156,0.022098198464059384,1,1.8,1,1
30 Jun,GWIS Weekly Burnt Areas,Europe,Finland,0.0,536.0,73.17,6,Finland,863.4188,0.0,0.6207879652377271,0.0847445063739636,1,1.8,1,1
07 Jul,GWIS Weekly Burnt Areas,Europe,Finland,0.0,178.0,42.92,7,Finland,863.4188,0.0,0.20615719741103622,0.04970936467911053,1,1.8,1,1
14 Jul,GWIS Weekly Burnt Areas,Europe,Finland,0.0,232.0,36.08,7,Finland,863.4188,0.0,0.2686992685357326,0.04178736900331565,1,1.3,1,1
21 Jul,GWIS Weekly Burnt Areas,Europe,Finland,0.0,1022.0,85.17,7,Finland,863.4188,0.0,1.1836666053599945,0.0986427444016739,1,2.0,1,1
28 Jul,GWIS Weekly Burnt Areas,Europe,Finland,0.0,979.0,116.58,7,Finland,863.4188,0.0,1.1338645857606993,0.1350213824392056,1,1.5,1,1
04 Aug,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,8,Finland,863.4188,0.0,0.0,0.0,1,1.5,1,1
11 Aug,GWIS Weekly Burnt Areas,Europe,Finland,0.0,102.0,15.58,8,Finland,863.4188,0.0,0.11813502323553761,0.018044545705977216,1,1.3,1,1
18 Aug,GWIS Weekly Burnt Areas,Europe,Finland,0.0,446.0,44.58,8,Finland,863.4188,0.0,0.5165511800298997,0.051631954272943786,1,1.5,1,1
25 Aug,GWIS Weekly Burnt Areas,Europe,Finland,0.0,387.0,57.58,8,Finland,863.4188,0.0,0.4482181763936574,0.06668837880296329,1,1.5,1,1
01 Sep,GWIS Weekly Burnt Areas,Europe,Finland,0.0,108.0,9.0,9,Finland,863.4188,0.0,0.12508414224939277,0.01042367852078273,1,1.0,1,1
08 Sep,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,9,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
15 Sep,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,9,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
22 Sep,GWIS Weekly Burnt Areas,Europe,Finland,0.0,166.0,22.17,9,Finland,863.4188,0.0,0.1922589593833259,0.025676994756194792,1,1.0,1,1
29 Sep,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,9,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
06 Oct,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,10,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
13 Oct,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,10,Finland,863.4188,0.0,0.0,0.0,1,1.3,1,1
20 Oct,GWIS Weekly Burnt Areas,Europe,Finland,0.0,516.0,49.33,10,Finland,863.4188,0.0,0.5976242351915432,0.05713334015891245,1,1.0,1,1
27 Oct,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,10,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
03 Nov,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,11,Finland,863.4188,0.0,0.0,0.0,1,1.3,1,1
10 Nov,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,11,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
17 Nov,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,11,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
24 Nov,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,11,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
01 Dec,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
08 Dec,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
15 Dec,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
22 Dec,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
29 Dec,GWIS Weekly Burnt Areas,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
07 Jan,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,148.0,32.08,1,United Kingdom,257.98,0.0,0.573687882781611,0.12435072486239242,1,1.5,1,1
14 Jan,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,127.0,17.5,1,United Kingdom,257.98,0.0,0.49228622373827424,0.06783471586944724,1,1.5,1,1
21 Jan,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,200.0,29.25,1,United Kingdom,257.98,0.0,0.7752538956508256,0.11338088223893324,1,1.5,1,1
28 Jan,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,758.0,76.0,1,United Kingdom,257.98,0.0,2.938212264516629,0.2945964803473137,1,1.5,1,1
04 Feb,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,125.0,16.42,2,United Kingdom,257.98,0.0,0.484533684781766,0.06364834483293279,1,1.7,1,1
11 Feb,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1415.0,141.58,2,United Kingdom,257.98,0.0,5.484921311729591,0.5488022327312195,1,1.5,1,1
18 Feb,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,966.0,158.42,2,United Kingdom,257.98,0.0,3.7444763159934875,0.6140786107450189,1,2.0,1,1
25 Feb,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1446.0,213.92,2,United Kingdom,257.98,0.0,5.605085665555469,0.829211566788123,1,2.0,1,1
03 Mar,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,3938.0,451.17,3,United Kingdom,257.98,0.0,15.264749205364756,1.748856500503915,1,2.3,1,1
10 Mar,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,810.0,173.67,3,United Kingdom,257.98,0.0,3.139778277385844,0.6731917202883944,1,2.0,1,1
17 Mar,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1366.0,212.25,3,United Kingdom,257.98,0.0,5.2949841072951385,0.8227381967594387,1,2.2,1,1
24 Mar,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,12291.0,1475.25,3,United Kingdom,257.98,0.0,47.643228157221486,5.718466547794402,1,2.2,1,1
31 Mar,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,9797.0,2184.0,3,United Kingdom,257.98,0.0,37.97581207845569,8.465772540507016,1,2.2,1,1
07 Apr,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,3307.0,608.75,4,United Kingdom,257.98,0.0,12.818823164586401,2.3596790448872005,1,2.2,1,1
14 Apr,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,7400.0,1295.42,4,United Kingdom,257.98,0.0,28.684394139080545,5.021397007519963,1,2.3,1,1
21 Apr,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,4553.0,1197.58,4,United Kingdom,257.98,0.0,17.648654934491045,4.642142801767578,1,2.5,1,1
28 Apr,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,2759.0,604.75,4,United Kingdom,257.98,0.0,10.694627490503139,2.344173966974184,1,2.2,1,1
05 May,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,3260.0,379.92,5,United Kingdom,257.98,0.0,12.636638499108457,1.4726723001783084,1,2.3,1,1
12 May,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,3083.0,542.08,5,United Kingdom,257.98,0.0,11.950538801457476,2.1012481587719978,1,2.3,1,1
19 May,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1951.0,250.5,5,United Kingdom,257.98,0.0,7.562601752073804,0.9710055043026591,1,2.3,1,1
26 May,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1377.0,274.5,5,United Kingdom,257.98,0.0,5.337623071555934,1.0640359717807581,1,2.3,1,1
02 Jun,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1404.0,396.08,6,United Kingdom,257.98,0.0,5.442282347468796,1.5353128149468949,1,2.5,1,1
09 Jun,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1095.0,174.42,6,United Kingdom,257.98,0.0,4.24451507868827,0.6760989223970849,1,2.3,1,1
16 Jun,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1117.0,117.0,6,United Kingdom,257.98,0.0,4.329793007209861,0.45352352895573295,1,2.3,1,1
23 Jun,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,119.0,9.92,6,United Kingdom,257.98,0.0,0.46127606791224124,0.03845259322428095,1,2.3,1,1
30 Jun,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,5364.0,456.83,6,United Kingdom,257.98,0.0,20.792309481355144,1.7707961857508332,1,2.5,1,1
07 Jul,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,2135.0,267.58,7,United Kingdom,257.98,0.0,8.275835336072562,1.0372121869912394,1,2.5,1,1
14 Jul,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1409.0,148.42,7,United Kingdom,257.98,0.0,5.461663694860066,0.5753159159624777,1,2.0,1,1
21 Jul,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,248.0,57.08,7,United Kingdom,257.98,0.0,0.9613148306070237,0.22125746181874562,1,2.3,1,1
28 Jul,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1518.0,215.5,7,United Kingdom,257.98,0.0,5.884177067989766,0.8353360725637645,1,1.8,1,1
04 Aug,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,149.0,35.17,8,United Kingdom,257.98,0.0,0.577564152259865,0.13632839755019768,1,2.3,1,1
11 Aug,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,418.0,101.08,8,United Kingdom,257.98,0.0,1.6202806419102256,0.3918133188619273,1,1.8,1,1
18 Aug,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,138.0,38.42,8,United Kingdom,257.98,0.0,0.5349251879990696,0.1489262733545236,1,1.7,1,1
25 Aug,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,284.0,64.75,8,United Kingdom,257.98,0.0,1.1008605318241724,0.2509884487169548,1,1.8,1,1
01 Sep,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,539.0,124.08,9,United Kingdom,257.98,0.0,2.089309248778975,0.4809675168617722,1,1.8,1,1
08 Sep,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,248.0,63.67,9,United Kingdom,257.98,0.0,0.9613148306070237,0.24680207768044032,1,1.8,1,1
15 Sep,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,243.0,46.5,9,United Kingdom,257.98,0.0,0.9419334832157531,0.18024653073881694,1,1.8,1,1
22 Sep,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,334.0,89.17,9,United Kingdom,257.98,0.0,1.2946740057368786,0.3456469493759206,1,1.8,1,1
29 Sep,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,289.0,95.08,9,United Kingdom,257.98,0.0,1.120241879215443,0.3685557019924025,1,1.8,1,1
06 Oct,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,1228.0,198.33,10,United Kingdom,257.98,0.0,4.760058919296069,0.7687805256221413,1,1.8,1,1
13 Oct,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,214.0,26.25,10,United Kingdom,257.98,0.0,0.8295216683463834,0.10175207380417085,1,2.2,1,1
20 Oct,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,880.0,95.83,10,United Kingdom,257.98,0.0,3.4111171408636327,0.37146290410109306,1,1.7,1,1
27 Oct,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,348.0,39.08,10,United Kingdom,257.98,0.0,1.3489417784324365,0.15148461121017132,1,2.2,1,1
03 Nov,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,299.0,24.92,11,United Kingdom,257.98,0.0,1.1590045739979842,0.09659663539809288,1,2.0,1,1
10 Nov,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,362.0,46.75,11,United Kingdom,257.98,0.0,1.4032095511279943,0.18121559810838048,1,1.5,1,1
17 Nov,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,227.0,51.17,11,United Kingdom,257.98,0.0,0.8799131715636871,0.19834870920226375,1,2.2,1,1
24 Nov,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,299.0,33.67,11,United Kingdom,257.98,0.0,1.1590045739979842,0.1305139933328165,1,1.5,1,1
01 Dec,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,0.0,0.0,12,United Kingdom,257.98,0.0,0.0,0.0,1,1.5,1,1
08 Dec,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,0.0,0.0,12,United Kingdom,257.98,0.0,0.0,0.0,1,1.5,1,1
15 Dec,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,0.0,0.0,12,United Kingdom,257.98,0.0,0.0,0.0,1,1.5,1,1
22 Dec,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,148.0,12.33,12,United Kingdom,257.98,0.0,0.573687882781611,0.047794402666873397,1,1.5,1,1
29 Dec,GWIS Weekly Burnt Areas,Europe,United Kingdom,0.0,147.0,12.25,12,United Kingdom,257.98,0.0,0.5698116133033568,0.04748430110861307,1,1.5,1,1
07 Jan,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,0.0,0.0,1,Hungary,136.7524,0.0,0.0,0.0,1,1.5,1,1
14 Jan,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,0.0,0.0,1,Hungary,136.7524,0.0,0.0,0.0,1,1.5,1,1
21 Jan,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,190.0,15.83,1,Hungary,136.7524,0.0,1.3893723254582735,0.11575665216844458,1,1.5,1,1
28 Jan,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,0.0,0.0,1,Hungary,136.7524,0.0,0.0,0.0,1,1.3,1,1
04 Feb,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,322.0,47.08,2,Hungary,136.7524,0.0,2.3546204673556006,0.34427183727671323,1,1.5,1,1
11 Feb,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,151.0,12.58,2,Hungary,136.7524,0.0,1.1041853744431542,0.09199107291718464,1,1.5,1,1
18 Feb,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,567.0,94.08,2,Hungary,136.7524,0.0,4.146179518604427,0.6879586756795494,1,2.0,1,1
25 Feb,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,533.0,151.83,2,Hungary,136.7524,0.0,3.8975549972066306,1.11025473775963,1,2.2,1,1
03 Mar,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,1938.0,495.92,3,Hungary,136.7524,0.0,14.17159771967439,3.6264080191645633,1,2.3,1,1
10 Mar,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,2635.0,540.0,3,Hungary,136.7524,0.0,19.268400408329214,3.9487423986708827,1,2.5,1,1
17 Mar,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,5326.0,849.33,3,Hungary,136.7524,0.0,38.94630002837245,6.210713669376187,1,2.5,1,1
24 Mar,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,7686.0,1612.33,3,Hungary,136.7524,0.0,56.2037668077489,11.790140428979674,1,2.7,1,1
31 Mar,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,3416.0,612.67,3,Hungary,136.7524,0.0,24.979451914555064,4.4801407507290545,1,2.5,1,1
07 Apr,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,1461.0,433.33,4,Hungary,136.7524,0.0,10.683541934181777,3.168719525214914,1,2.5,1,1
14 Apr,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,695.0,160.17,4,Hungary,136.7524,0.0,5.082177716807895,1.1712408703613244,1,2.3,1,1
21 Apr,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,311.0,68.83,4,Hungary,136.7524,0.0,2.2741831221974897,0.5033184061120682,1,2.3,1,1
28 Apr,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,461.0,70.92,4,Hungary,136.7524,0.0,3.3710560107171794,0.5186015016921093,1,2.3,1,1
05 May,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,2128.0,228.0,5,Hungary,136.7524,0.0,15.560970045132663,1.6672467905499282,1,2.3,1,1
12 May,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,223.0,56.33,5,Hungary,136.7524,0.0,1.6306843609326054,0.41191233206876077,1,2.0,1,1
19 May,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,233.0,40.5,5,Hungary,136.7524,0.0,1.7038092201672512,0.2961556799003162,1,2.0,1,1
26 May,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,247.0,61.42,5,Hungary,136.7524,0.0,1.8061840230957555,0.4491328854191956,1,2.2,1,1
02 Jun,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,258.0,21.5,6,Hungary,136.7524,0.0,1.8866213682538662,0.15721844735448884,1,2.0,1,1
09 Jun,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,235.0,42.0,6,Hungary,136.7524,0.0,1.7184341920141804,0.3071244087855131,1,2.0,1,1
16 Jun,GWIS Weekly Burnt Areas,Europe,Hungary,0.0,319.0,42.0,6,Hungary,136.7524,0.0,2.3326830095852067,0.3071244087855131,1,2.2,1,1
