Day,metric_type,zone,country,Min,Max,Average,Month,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
01 Sep,GWIS Weekly Number of Fires,Europe,Iceland,0.0,2.0,0.33,9,Iceland,0.7915,0.0,2.5268477574226154,0.4169298799747316,1,3.5,2,1
08 Sep,GWIS Weekly Number of Fires,Europe,Iceland,0.0,3.0,0.5,9,Iceland,0.7915,0.0,3.790271636133923,0.6317119393556538,1,2.8,1,1
15 Sep,GWIS Weekly Number of Fires,Europe,Iceland,0.0,8.0,1.08,9,Iceland,0.7915,0.0,10.107391029690461,1.3644977890082124,1,2.8,2,1
22 Sep,GWIS Weekly Number of Fires,Europe,Iceland,0.0,2.0,0.58,9,Iceland,0.7915,0.0,2.5268477574226154,0.7327858496525584,1,2.8,1,1
29 Sep,GWIS Weekly Number of Fires,Europe,Iceland,0.0,3.0,0.42,9,Iceland,0.7915,0.0,3.790271636133923,0.5306380290587492,1,2.7,2,1
06 Oct,GWIS Weekly Number of Fires,Europe,Iceland,0.0,4.0,0.5,10,Iceland,0.7915,0.0,5.053695514845231,0.6317119393556538,2,2.8,3,1
13 Oct,GWIS Weekly Number of Fires,Europe,Iceland,0.0,1.0,0.25,10,Iceland,0.7915,0.0,1.2634238787113077,0.3158559696778269,1,2.7,1,1
20 Oct,GWIS Weekly Number of Fires,Europe,Iceland,0.0,1.0,0.08,10,Iceland,0.7915,0.0,1.2634238787113077,0.10107391029690461,1,2.7,1,1
27 Oct,GWIS Weekly Number of Fires,Europe,Iceland,0.0,6.0,0.75,10,Iceland,0.7915,0.0,7.580543272267846,0.9475679090334808,3,3.2,3,1
03 Nov,GWIS Weekly Number of Fires,Europe,Iceland,0.0,4.0,0.33,11,Iceland,0.7915,0.0,5.053695514845231,0.4169298799747316,1,2.7,2,1
10 Nov,GWIS Weekly Number of Fires,Europe,Iceland,0.0,3.0,0.33,11,Iceland,0.7915,0.0,3.790271636133923,0.4169298799747316,1,2.7,1,1
17 Nov,GWIS Weekly Number of Fires,Europe,Iceland,0.0,1.0,0.17,11,Iceland,0.7915,0.0,1.2634238787113077,0.21478205938092232,1,2.3,2,1
24 Nov,GWIS Weekly Number of Fires,Europe,Iceland,0.0,0.0,0.0,11,Iceland,0.7915,0.0,0.0,0.0,1,2.7,1,1
01 Dec,GWIS Weekly Number of Fires,Europe,Iceland,0.0,2.0,0.33,12,Iceland,0.7915,0.0,2.5268477574226154,0.4169298799747316,1,2.7,2,1
08 Dec,GWIS Weekly Number of Fires,Europe,Iceland,0.0,3.0,0.42,12,Iceland,0.7915,0.0,3.790271636133923,0.5306380290587492,1,2.3,4,1
15 Dec,GWIS Weekly Number of Fires,Europe,Iceland,0.0,3.0,0.5,12,Iceland,0.7915,0.0,3.790271636133923,0.6317119393556538,1,2.3,3,1
22 Dec,GWIS Weekly Number of Fires,Europe,Iceland,0.0,2.0,0.5,12,Iceland,0.7915,0.0,2.5268477574226154,0.6317119393556538,1,2.8,2,1
29 Dec,GWIS Weekly Number of Fires,Europe,Iceland,0.0,1.0,0.08,12,Iceland,0.7915,0.0,1.2634238787113077,0.10107391029690461,1,2.3,1,1
07 Jan,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,1,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.0,1,1
14 Jan,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,1,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.0,1,1
21 Jan,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,1,Israel,0.6244,0.0,0.0,0.0,1,3.0,1,1
28 Jan,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,1,Israel,0.6244,0.0,0.0,0.0,1,2.3,1,1
04 Feb,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,2,Israel,0.6244,0.0,0.0,0.0,1,2.8,1,1
11 Feb,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,2,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.0,2,1
18 Feb,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,2,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.5,2,1
25 Feb,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,2,Israel,0.6244,0.0,0.0,0.0,1,3.7,1,1
03 Mar,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,3,Israel,0.6244,0.0,0.0,0.0,1,3.2,1,1
10 Mar,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,3,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.7,2,1
17 Mar,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,3,Israel,0.6244,0.0,0.0,0.0,1,3.7,1,1
24 Mar,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,3,Israel,0.6244,0.0,0.0,0.0,1,3.5,1,1
31 Mar,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,3,Israel,0.6244,0.0,0.0,0.0,1,3.7,1,1
07 Apr,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,4,Israel,0.6244,0.0,0.0,0.0,1,3.7,1,1
14 Apr,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,4,Israel,0.6244,0.0,0.0,0.0,1,3.3,1,1
21 Apr,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,4,Israel,0.6244,0.0,0.0,0.0,1,3.5,1,1
28 Apr,GWIS Weekly Number of Fires,Asia,Israel,0.0,4.0,0.42,4,Israel,0.6244,0.0,6.406149903907752,0.672645739910314,2,4.3,5,1
05 May,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.58,5,Israel,0.6244,0.0,4.804612427930814,0.928891736066624,1,3.7,1,1
12 May,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.58,5,Israel,0.6244,0.0,4.804612427930814,0.928891736066624,4,4.5,4,1
19 May,GWIS Weekly Number of Fires,Asia,Israel,0.0,4.0,1.08,5,Israel,0.6244,0.0,6.406149903907752,1.7296604740550932,5,5.0,5,1
26 May,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.83,5,Israel,0.6244,0.0,3.203074951953876,1.3292761050608584,4,4.5,3,1
02 Jun,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,1.0,6,Israel,0.6244,0.0,4.804612427930814,1.601537475976938,4,4.5,4,1
09 Jun,GWIS Weekly Number of Fires,Asia,Israel,0.0,5.0,1.58,6,Israel,0.6244,0.0,8.00768737988469,2.530429212043562,4,4.7,5,1
16 Jun,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.58,6,Israel,0.6244,0.0,4.804612427930814,0.928891736066624,2,3.8,4,1
23 Jun,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.58,6,Israel,0.6244,0.0,3.203074951953876,0.928891736066624,2,3.8,4,1
30 Jun,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.42,6,Israel,0.6244,0.0,1.601537475976938,0.672645739910314,1,3.7,2,1
07 Jul,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.75,7,Israel,0.6244,0.0,3.203074951953876,1.2011531069827035,2,3.8,3,1
14 Jul,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.75,7,Israel,0.6244,0.0,3.203074951953876,1.2011531069827035,2,3.3,3,1
21 Jul,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.83,7,Israel,0.6244,0.0,3.203074951953876,1.3292761050608584,1,3.7,1,1
28 Jul,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.92,7,Israel,0.6244,0.0,4.804612427930814,1.473414477898783,2,3.2,4,1
04 Aug,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.67,8,Israel,0.6244,0.0,3.203074951953876,1.0730301089045484,2,3.8,3,1
11 Aug,GWIS Weekly Number of Fires,Asia,Israel,0.0,4.0,1.0,8,Israel,0.6244,0.0,6.406149903907752,1.601537475976938,2,3.3,2,1
18 Aug,GWIS Weekly Number of Fires,Asia,Israel,0.0,4.0,1.0,8,Israel,0.6244,0.0,6.406149903907752,1.601537475976938,2,3.3,5,1
25 Aug,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.5,8,Israel,0.6244,0.0,3.203074951953876,0.800768737988469,2,3.2,2,1
01 Sep,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.67,9,Israel,0.6244,0.0,3.203074951953876,1.0730301089045484,2,3.2,2,1
08 Sep,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.25,9,Israel,0.6244,0.0,3.203074951953876,0.4003843689942345,1,3.0,1,1
15 Sep,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.42,9,Israel,0.6244,0.0,3.203074951953876,0.672645739910314,1,3.0,1,1
22 Sep,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.25,9,Israel,0.6244,0.0,1.601537475976938,0.4003843689942345,1,3.0,1,1
29 Sep,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.67,9,Israel,0.6244,0.0,3.203074951953876,1.0730301089045484,2,3.3,2,1
06 Oct,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.75,10,Israel,0.6244,0.0,3.203074951953876,1.2011531069827035,2,3.3,2,1
13 Oct,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.67,10,Israel,0.6244,0.0,4.804612427930814,1.0730301089045484,2,4.0,2,1
20 Oct,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.17,10,Israel,0.6244,0.0,1.601537475976938,0.2722613709160795,1,3.0,1,1
27 Oct,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.58,10,Israel,0.6244,0.0,4.804612427930814,0.928891736066624,3,4.2,2,1
03 Nov,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.42,11,Israel,0.6244,0.0,3.203074951953876,0.672645739910314,2,3.8,2,1
10 Nov,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.75,11,Israel,0.6244,0.0,4.804612427930814,1.2011531069827035,1,3.0,1,1
17 Nov,GWIS Weekly Number of Fires,Asia,Israel,0.0,2.0,0.5,11,Israel,0.6244,0.0,3.203074951953876,0.800768737988469,2,3.8,3,1
24 Nov,GWIS Weekly Number of Fires,Asia,Israel,0.0,3.0,0.25,11,Israel,0.6244,0.0,4.804612427930814,0.4003843689942345,1,3.0,2,1
01 Dec,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,12,Israel,0.6244,0.0,0.0,0.0,1,3.0,1,1
08 Dec,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,12,Israel,0.6244,0.0,0.0,0.0,1,3.0,1,1
15 Dec,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,12,Israel,0.6244,0.0,0.0,0.0,1,2.8,1,1
22 Dec,GWIS Weekly Number of Fires,Asia,Israel,0.0,0.0,0.0,12,Israel,0.6244,0.0,0.0,0.0,1,3.0,1,1
29 Dec,GWIS Weekly Number of Fires,Asia,Israel,0.0,1.0,0.08,12,Israel,0.6244,0.0,1.601537475976938,0.12812299807815505,1,3.0,2,1
07 Jan,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,1.75,1,Italy,663.7759,0.0,0.016571858062337002,0.002636431964462705,1,1.8,1,1
14 Jan,GWIS Weekly Number of Fires,Europe,Italy,0.0,5.0,1.0,1,Italy,663.7759,0.0,0.007532662755607729,0.0015065325511215456,1,1.7,1,1
21 Jan,GWIS Weekly Number of Fires,Europe,Italy,0.0,8.0,0.92,1,Italy,663.7759,0.0,0.012052260408972365,0.0013860099470318222,1,1.7,1,1
28 Jan,GWIS Weekly Number of Fires,Europe,Italy,0.0,6.0,1.33,1,Italy,663.7759,0.0,0.009039195306729274,0.002003688292991656,1,1.5,1,1
04 Feb,GWIS Weekly Number of Fires,Europe,Italy,0.0,5.0,1.42,2,Italy,663.7759,0.0,0.007532662755607729,0.002139276222592595,1,1.7,1,1
11 Feb,GWIS Weekly Number of Fires,Europe,Italy,0.0,6.0,1.5,2,Italy,663.7759,0.0,0.009039195306729274,0.0022597988266823184,1,1.7,1,1
18 Feb,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,0.75,2,Italy,663.7759,0.0,0.0030130651022430913,0.0011298994133411592,1,1.7,1,1
25 Feb,GWIS Weekly Number of Fires,Europe,Italy,0.0,8.0,2.25,2,Italy,663.7759,0.0,0.012052260408972365,0.003389698240023478,1,2.0,1,1
03 Mar,GWIS Weekly Number of Fires,Europe,Italy,0.0,8.0,2.58,3,Italy,663.7759,0.0,0.012052260408972365,0.003886853981893588,1,1.8,1,1
10 Mar,GWIS Weekly Number of Fires,Europe,Italy,0.0,5.0,1.75,3,Italy,663.7759,0.0,0.007532662755607729,0.002636431964462705,1,1.8,1,1
17 Mar,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,3.67,3,Italy,663.7759,0.0,0.016571858062337002,0.005528974462616073,1,1.8,1,1
24 Mar,GWIS Weekly Number of Fires,Europe,Italy,0.0,29.0,6.67,3,Italy,663.7759,0.0,0.04368944398252483,0.01004857211598071,1,2.0,1,1
31 Mar,GWIS Weekly Number of Fires,Europe,Italy,0.0,23.0,5.0,3,Italy,663.7759,0.0,0.03465024867579555,0.007532662755607729,1,2.0,1,1
07 Apr,GWIS Weekly Number of Fires,Europe,Italy,0.0,10.0,2.75,4,Italy,663.7759,0.0,0.015065325511215458,0.0041429645155842505,1,1.8,1,1
14 Apr,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,3.08,4,Italy,663.7759,0.0,0.016571858062337002,0.004640120257454361,1,1.8,1,1
21 Apr,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,3.92,4,Italy,663.7759,0.0,0.016571858062337002,0.005905607600396459,1,1.7,1,1
28 Apr,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,1.08,4,Italy,663.7759,0.0,0.0030130651022430913,0.0016270551552112695,1,1.7,1,1
05 May,GWIS Weekly Number of Fires,Europe,Italy,0.0,4.0,1.0,5,Italy,663.7759,0.0,0.0060261302044861825,0.0015065325511215456,1,1.8,1,1
12 May,GWIS Weekly Number of Fires,Europe,Italy,0.0,4.0,1.5,5,Italy,663.7759,0.0,0.0060261302044861825,0.0022597988266823184,1,1.8,1,1
19 May,GWIS Weekly Number of Fires,Europe,Italy,0.0,9.0,2.67,5,Italy,663.7759,0.0,0.013558792960093912,0.004022441911494527,1,2.0,1,1
26 May,GWIS Weekly Number of Fires,Europe,Italy,0.0,17.0,3.33,5,Italy,663.7759,0.0,0.02561105336906628,0.005016753395234747,1,2.2,1,1
02 Jun,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,2.92,6,Italy,663.7759,0.0,0.016571858062337002,0.004399075049274914,1,2.0,1,1
09 Jun,GWIS Weekly Number of Fires,Europe,Italy,0.0,11.0,3.75,6,Italy,663.7759,0.0,0.016571858062337002,0.005649497066705796,1,2.2,1,1
16 Jun,GWIS Weekly Number of Fires,Europe,Italy,0.0,13.0,6.92,6,Italy,663.7759,0.0,0.019584923164580093,0.010425205253761097,1,2.5,1,1
23 Jun,GWIS Weekly Number of Fires,Europe,Italy,2.0,35.0,13.08,6,Italy,663.7759,0.0030130651022430913,0.0527286392892541,0.019705445768669817,1,2.5,1,2
30 Jun,GWIS Weekly Number of Fires,Europe,Italy,1.0,46.0,18.83,6,Italy,663.7759,0.0015065325511215456,0.0693004973515911,0.028368007937618702,1,2.5,1,2
07 Jul,GWIS Weekly Number of Fires,Europe,Italy,5.0,53.0,29.67,7,Italy,663.7759,0.007532662755607729,0.07984622520944193,0.04469882079177626,1,2.5,1,2
14 Jul,GWIS Weekly Number of Fires,Europe,Italy,10.0,171.0,39.67,7,Italy,663.7759,0.015065325511215458,0.2576170662417843,0.05976414630299172,1,2.3,1,2
21 Jul,GWIS Weekly Number of Fires,Europe,Italy,8.0,107.0,44.42,7,Italy,663.7759,0.012052260408972365,0.1611989829700054,0.06692017592081906,1,2.5,1,2
28 Jul,GWIS Weekly Number of Fires,Europe,Italy,5.0,84.0,37.92,7,Italy,663.7759,0.007532662755607729,0.12654873429420985,0.05712771433852902,1,2.3,1,2
04 Aug,GWIS Weekly Number of Fires,Europe,Italy,21.0,101.0,55.58,8,Italy,663.7759,0.03163718357355246,0.15215978766327612,0.0837330791913355,1,2.5,1,2
11 Aug,GWIS Weekly Number of Fires,Europe,Italy,9.0,129.0,52.5,8,Italy,663.7759,0.013558792960093912,0.1943426990946794,0.07909295893388116,1,2.3,1,2
18 Aug,GWIS Weekly Number of Fires,Europe,Italy,10.0,86.0,41.83,8,Italy,663.7759,0.015065325511215458,0.12956179939645293,0.06301825661341426,1,2.3,1,2
25 Aug,GWIS Weekly Number of Fires,Europe,Italy,4.0,104.0,36.92,8,Italy,663.7759,0.0060261302044861825,0.15667938531664075,0.05562118178740747,1,2.3,1,2
01 Sep,GWIS Weekly Number of Fires,Europe,Italy,5.0,95.0,37.0,9,Italy,663.7759,0.007532662755607729,0.14312059235654684,0.05574170439149719,1,2.3,1,2
08 Sep,GWIS Weekly Number of Fires,Europe,Italy,5.0,24.0,16.17,9,Italy,663.7759,0.007532662755607729,0.036156781226917095,0.0243606313516354,1,2.3,1,2
15 Sep,GWIS Weekly Number of Fires,Europe,Italy,4.0,32.0,15.75,9,Italy,663.7759,0.0060261302044861825,0.04820904163588946,0.023727887680164345,1,2.3,1,2
22 Sep,GWIS Weekly Number of Fires,Europe,Italy,4.0,70.0,19.17,9,Italy,663.7759,0.0060261302044861825,0.1054572785785082,0.028880229005000035,1,2.3,1,2
29 Sep,GWIS Weekly Number of Fires,Europe,Italy,1.0,68.0,16.0,9,Italy,663.7759,0.0015065325511215456,0.10244421347626512,0.02410452081794473,1,2.2,1,1
06 Oct,GWIS Weekly Number of Fires,Europe,Italy,1.0,24.0,10.25,10,Italy,663.7759,0.0015065325511215456,0.036156781226917095,0.015441958648995844,1,2.0,1,1
13 Oct,GWIS Weekly Number of Fires,Europe,Italy,0.0,31.0,8.0,10,Italy,663.7759,0.0,0.04670250908476792,0.012052260408972365,1,2.2,1,1
20 Oct,GWIS Weekly Number of Fires,Europe,Italy,0.0,14.0,6.08,10,Italy,663.7759,0.0,0.02109145571570164,0.009159717910818998,1,1.8,1,1
27 Oct,GWIS Weekly Number of Fires,Europe,Italy,1.0,17.0,5.08,10,Italy,663.7759,0.0015065325511215456,0.02561105336906628,0.007653185359697452,1,2.0,1,1
03 Nov,GWIS Weekly Number of Fires,Europe,Italy,0.0,14.0,3.08,11,Italy,663.7759,0.0,0.02109145571570164,0.004640120257454361,1,2.0,1,1
10 Nov,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,0.5,11,Italy,663.7759,0.0,0.0030130651022430913,0.0007532662755607728,1,1.8,1,1
17 Nov,GWIS Weekly Number of Fires,Europe,Italy,0.0,4.0,0.5,11,Italy,663.7759,0.0,0.0060261302044861825,0.0007532662755607728,1,1.7,1,1
24 Nov,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,0.5,11,Italy,663.7759,0.0,0.0030130651022430913,0.0007532662755607728,1,1.5,1,1
01 Dec,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,0.67,12,Italy,663.7759,0.0,0.0030130651022430913,0.0010093768092514358,1,1.7,1,1
08 Dec,GWIS Weekly Number of Fires,Europe,Italy,0.0,2.0,0.67,12,Italy,663.7759,0.0,0.0030130651022430913,0.0010093768092514358,1,1.7,1,1
15 Dec,GWIS Weekly Number of Fires,Europe,Italy,0.0,3.0,0.83,12,Italy,663.7759,0.0,0.004519597653364637,0.0012504220174308829,1,1.5,1,1
22 Dec,GWIS Weekly Number of Fires,Europe,Italy,0.0,4.0,1.08,12,Italy,663.7759,0.0,0.0060261302044861825,0.0016270551552112695,1,1.7,1,1
29 Dec,GWIS Weekly Number of Fires,Europe,Italy,0.0,7.0,1.25,12,Italy,663.7759,0.0,0.01054572785785082,0.0018831656889019323,1,1.7,1,1
07 Jan,GWIS Weekly Number of Fires,America,Mexico,3.0,77.0,53.25,1,Mexico,2022.0035,0.001483676957037908,0.03808104189730631,0.02633526598742287,1,2.3,1,1
14 Jan,GWIS Weekly Number of Fires,America,Mexico,2.0,145.0,75.25,1,Mexico,2022.0035,0.0009891179713586054,0.0717110529234989,0.03721556367236753,1,2.3,1,2
21 Jan,GWIS Weekly Number of Fires,America,Mexico,20.0,116.0,67.67,1,Mexico,2022.0035,0.009891179713586055,0.05736884233879912,0.03346680656091842,1,2.3,1,2
28 Jan,GWIS Weekly Number of Fires,America,Mexico,43.0,148.0,81.83,1,Mexico,2022.0035,0.021266036384210017,0.0731947298805368,0.04046976179813734,1,2.3,1,2
04 Feb,GWIS Weekly Number of Fires,America,Mexico,30.0,140.0,75.08,2,Mexico,2022.0035,0.014836769570379082,0.06923825799510239,0.03713148864480205,1,2.3,1,2
11 Feb,GWIS Weekly Number of Fires,America,Mexico,2.0,231.0,89.25,2,Mexico,2022.0035,0.0009891179713586054,0.11424312569191893,0.04413938947187777,1,2.3,1,2
18 Feb,GWIS Weekly Number of Fires,America,Mexico,4.0,210.0,101.33,2,Mexico,2022.0035,0.0019782359427172108,0.10385738699265357,0.050113662018883745,1,2.5,1,2
25 Feb,GWIS Weekly Number of Fires,America,Mexico,8.0,339.0,130.08,2,Mexico,2022.0035,0.0039564718854344216,0.16765549614528363,0.0643322328571637,1,2.5,1,2
03 Mar,GWIS Weekly Number of Fires,America,Mexico,10.0,346.0,156.92,3,Mexico,2022.0035,0.004945589856793027,0.17111740904503875,0.07760619603279617,1,2.5,1,2
10 Mar,GWIS Weekly Number of Fires,America,Mexico,78.0,386.0,193.42,3,Mexico,2022.0035,0.03857560088298561,0.19089976847221085,0.09565759901009073,1,2.5,1,2
17 Mar,GWIS Weekly Number of Fires,America,Mexico,79.0,340.0,211.25,3,Mexico,2022.0035,0.03907015986866492,0.16815005513096293,0.1044755857247527,1,2.7,1,2
24 Mar,GWIS Weekly Number of Fires,America,Mexico,151.0,806.0,371.83,3,Mexico,2022.0035,0.0746784068375747,0.398614542457518,0.18389186764513513,1,2.7,1,2
31 Mar,GWIS Weekly Number of Fires,America,Mexico,188.0,687.0,442.92,3,Mexico,2022.0035,0.09297708930770891,0.33976202316168097,0.21905006593707677,1,2.7,1,2
07 Apr,GWIS Weekly Number of Fires,America,Mexico,294.0,735.0,517.75,4,Mexico,2022.0035,0.145400341789715,0.3635008544742875,0.256057914835459,1,3.0,1,2
14 Apr,GWIS Weekly Number of Fires,America,Mexico,401.0,1089.0,763.08,4,Mexico,2022.0035,0.1983181532574004,0.5385747354047606,0.37738807079216236,1,3.0,1,2
21 Apr,GWIS Weekly Number of Fires,America,Mexico,384.0,1312.0,932.25,4,Mexico,2022.0035,0.18991065050085223,0.6488613892112451,0.46105261439952994,1,3.0,1,2
28 Apr,GWIS Weekly Number of Fires,America,Mexico,810.0,1984.0,1263.5,4,Mexico,2022.0035,0.4005927784002352,0.9812050275877366,0.624875278405799,2,3.3,1,2
05 May,GWIS Weekly Number of Fires,America,Mexico,679.0,1610.0,1217.17,5,Mexico,2022.0035,0.33580555127624656,0.7962399669436774,0.6019623605992769,1,3.0,1,2
12 May,GWIS Weekly Number of Fires,America,Mexico,589.0,1875.0,1193.67,5,Mexico,2022.0035,0.2912952425651093,0.9272980981486926,0.5903402244358134,3,3.8,1,2
19 May,GWIS Weekly Number of Fires,America,Mexico,500.0,1882.0,1223.92,5,Mexico,2022.0035,0.24727949283965137,0.9307600110484477,0.6053006337526122,2,3.7,1,2
26 May,GWIS Weekly Number of Fires,America,Mexico,288.0,1405.0,913.67,5,Mexico,2022.0035,0.14243298787563918,0.6948553748794203,0.4518637084456085,2,3.3,1,2
02 Jun,GWIS Weekly Number of Fires,America,Mexico,204.0,925.0,620.83,6,Mexico,2022.0035,0.10089003307857776,0.457467061753355,0.30703705507928153,1,3.0,1,2
09 Jun,GWIS Weekly Number of Fires,America,Mexico,106.0,714.0,429.92,6,Mexico,2022.0035,0.05242325248200609,0.35311511577502214,0.21262079912324583,1,3.0,1,2
16 Jun,GWIS Weekly Number of Fires,America,Mexico,80.0,733.0,280.17,6,Mexico,2022.0035,0.03956471885434422,0.3625117365029289,0.13856059101777024,1,3.0,1,2
23 Jun,GWIS Weekly Number of Fires,America,Mexico,51.0,681.0,205.0,6,Mexico,2022.0035,0.02522250826964444,0.33679466924760515,0.10138459206425705,1,3.0,1,2
30 Jun,GWIS Weekly Number of Fires,America,Mexico,23.0,225.0,101.25,6,Mexico,2022.0035,0.011374856670623964,0.11127577177784312,0.0500740973000294,1,2.5,1,2
07 Jul,GWIS Weekly Number of Fires,America,Mexico,16.0,119.0,65.25,7,Mexico,2022.0035,0.007912943770868843,0.05885251929583703,0.032269973815574504,1,2.5,1,2
14 Jul,GWIS Weekly Number of Fires,America,Mexico,23.0,120.0,54.0,7,Mexico,2022.0035,0.011374856670623964,0.05934707828151633,0.026706185226682347,1,2.2,1,2
21 Jul,GWIS Weekly Number of Fires,America,Mexico,19.0,91.0,50.92,7,Mexico,2022.0035,0.009396620727906752,0.045004867696816546,0.025182943550790097,1,2.5,1,2
28 Jul,GWIS Weekly Number of Fires,America,Mexico,21.0,100.0,43.75,7,Mexico,2022.0035,0.010385738699265358,0.04945589856793027,0.021636955623469494,1,2.2,1,2
04 Aug,GWIS Weekly Number of Fires,America,Mexico,17.0,66.0,37.33,8,Mexico,2022.0035,0.008407502756548146,0.03264089305483398,0.01846188693540837,1,2.3,1,2
11 Aug,GWIS Weekly Number of Fires,America,Mexico,11.0,70.0,32.83,8,Mexico,2022.0035,0.00544014884247233,0.03461912899755119,0.016236371499851507,1,1.8,1,2
18 Aug,GWIS Weekly Number of Fires,America,Mexico,18.0,67.0,35.58,8,Mexico,2022.0035,0.008902061742227449,0.03313545204051328,0.01759640871046959,1,1.8,1,2
25 Aug,GWIS Weekly Number of Fires,America,Mexico,12.0,71.0,26.25,8,Mexico,2022.0035,0.005934707828151632,0.035113687983230495,0.012982173374081696,1,1.8,1,2
01 Sep,GWIS Weekly Number of Fires,America,Mexico,10.0,90.0,25.92,9,Mexico,2022.0035,0.004945589856793027,0.044510308711137245,0.012818968908807528,1,1.8,1,2
08 Sep,GWIS Weekly Number of Fires,America,Mexico,4.0,56.0,21.5,9,Mexico,2022.0035,0.0019782359427172108,0.027695303198040953,0.010633018192105008,1,1.8,1,1
15 Sep,GWIS Weekly Number of Fires,America,Mexico,7.0,41.0,15.75,9,Mexico,2022.0035,0.003461912899755119,0.02027691841285141,0.007789304024449018,1,1.8,1,2
22 Sep,GWIS Weekly Number of Fires,America,Mexico,4.0,45.0,16.25,9,Mexico,2022.0035,0.0019782359427172108,0.022255154355568622,0.008036583517288668,1,2.0,1,1
29 Sep,GWIS Weekly Number of Fires,America,Mexico,8.0,28.0,15.58,9,Mexico,2022.0035,0.0039564718854344216,0.013847651599020476,0.007705228996883536,1,1.8,1,2
06 Oct,GWIS Weekly Number of Fires,America,Mexico,6.0,38.0,20.0,10,Mexico,2022.0035,0.002967353914075816,0.018793241455813504,0.009891179713586055,1,1.8,1,1
13 Oct,GWIS Weekly Number of Fires,America,Mexico,9.0,42.0,18.67,10,Mexico,2022.0035,0.0044510308711137245,0.020771477398530715,0.009233416262632582,1,2.2,1,2
